tconst,originalTitle,year,genres,runtime,localised_title,averageRating,numVotes,overview,poster_path,production_countries,Actors,Directors,Writers,overview_fr
tt0054167,Peeping Tom,1960,"Horror, Drama, Thriller",101,Le voyeur,7.6,41122,"Loner Mark Lewis works at a film studio during the day and, at night, takes racy photographs of women. Also he's making a documentary on fear, which involves recording the reactions of victims as he murders them. He befriends Helen, the daughter of the family living in the apartment below his, and he tells her vaguely about the movie he is making.",/kCFJ1EBTGAYreKlD2wedU2HWHrO.jpg,GB,"Martin Miller, Brenda Bruce, Jack Watson, Esmond Knight, Anna Massey, Michael Goodliffe, Maxine Audley, Karlheinz Böhm, Miles Malleson, Moira Shearer",Michael Powell,['Leo Marks'],"Loner Mark Lewis travaille dans un studio de cinéma pendant la journée et, la nuit, prend des photos racées de femmes. Il réalise également un documentaire sur la peur, qui consiste à enregistrer les réactions des victimes pendant qu'il les tue. Il se lie d'amitié avec Helen, la fille de la famille vivant dans l'appartement en dessous de lui, et il lui raconte vaguement le film qu'il fait."
tt0054177,Le petit soldat,1963,"Drama, War",88,Le Petit Soldat,7.1,8321,"During the Algerian war for independence from France, a young Frenchman living in Geneva who belongs to a right-wing terrorist group and a young woman who belongs to a left-wing terrorist group meet and fall in love. Complications ensue when the man is suspected by the members of his terrorist group of being a double agent.",/pzKFKVZHeGhJQYWZN6qO3GXUApU.jpg,FR,"Michel Subor, Gilbert Edard, Georges de Beauregard, Paul Beauvais, Anna Karina, Henri-Jacques Huet, László Szabó, Jean-Luc Godard",Jean-Luc Godard,['Jean-Luc Godard'],"Pendant la guerre algérienne pour l'indépendance de la France, un jeune Français vivant à Genève qui appartient à un groupe terroriste de droite et une jeune femme qui appartient à un groupe terroriste de gauche se rencontrent et tombent amoureux. Des complications s'ensuivent lorsque l'homme est soupçonné par les membres de son groupe terroriste d'être un agent double."
tt0054189,Plein soleil,1960,"Thriller, Drama, Crime",118,Plein soleil,7.7,21542,"Tom Ripley is a talented mimic, moocher, forger and all-around criminal improviser; but there's more to Tom Ripley than even he can guess.",/7n1KNXs4OFfeVLjJ3g10M8oK1fM.jpg,"IT, FR","Maurice Ronet, Nerio Bernardi, Viviane Chantel, Billy Kearns, Frank Latimore, Barbel Fanger, Ave Ninchi, Erno Crisa, Alain Delon, Marie Laforêt",René Clément,"['Paul Gégauff', 'René Clément', 'Patricia Highsmith']","Tom Ripley est un imitateur talentueux, mocheur, forger et improvisateur criminel tout autour ; mais il y a plus à Tom Ripley qu'il ne peut le deviner."
tt0054198,Pote tin Kyriaki,1960,"Drama, Romance, Comedy",97,Jamais le dimanche,7.3,6261,An American scholar in Greece sets about improving the prostitute with whom he is infatuated.,/6039N7mO84UPNXcqcUIPph89yvz.jpg,GR,"Jules Dassin, Aleka Katselli, Melina Mercouri, Dimitris Papamichael, Despo Diamantidou, Dimos Starenios, Titos Vandis, Mitsos Ligizos, Giorgos Foundas, Alexis Solomos",Jules Dassin,['Jules Dassin'],Un érudit américain en Grèce s'efforce d'améliorer la prostituée avec laquelle il est enflammé.
tt0054215,Psycho,1960,"Horror, Thriller, Mystery",109,Psychose,8.5,739485,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.",/yz4QVqPx3h1hD1DfqqQkCq3rmxW.jpg,US,"John Gavin, John McIntire, Simon Oakland, Frank Albertson, Martin Balsam, Janet Leigh, Vera Miles, Patricia Hitchcock, Anthony Perkins, Vaughn Taylor",Alfred Hitchcock,"['Robert Bloch', 'Joseph Stefano']","Quand Marion Crane, travailleuse de l'immobilier, se retrouve au lam avec un peu d'argent et d'espoirs pour commencer une nouvelle vie, elle finit au célèbre Bates Motel, où le manager Norman Bates s'occupe de sa mère à domicile."
tt0054225,La ragazza con la valigia,1961,"Romance, Drama",96,La fille à la valise,7.4,2548,"Lorenzo, who's 16 and born to a wealthy family in Parma, tries to make things right toward a showgirl, Aida, whom his older brother has mistreated. In extending kindness and standing up for her, he comes of age. But, is there anything he can do that will alter Aida's situation or her prospects?",/qXuwtz0OYSIVCZ53CnJkWW6calC.jpg,"FR, IT","Jacques Perrin, Elsa Albani, Riccardo Garrone, Luciana Angiolillo, Gian Maria Volontè, Enzo Garinei, Romolo Valli, Corrado Pani, Claudia Cardinale, Renato Baldini",Valerio Zurlini,"['Giuseppe Patroni Griffi', 'Leonardo Benvenuti', 'Enrico Medioli', 'Piero De Bernardi']","Lorenzo, qui a 16 ans et qui est né d'une famille riche à Parme, essaie d'arranger les choses à l'égard d'une showgirl, Aida, que son frère aîné a maltraitée. En étendant la bonté et en se tenant debout pour elle, il arrive à l'âge. Mais, y a-t-il quelque chose qu'il puisse faire qui puisse modifier la situation d'Aida ou ses perspectives?"
tt0054248,Rocco e i suoi fratelli,1960,"Drama, Crime, Sport",179,Rocco et ses frères,8.2,22535,"When a impoverished widow’s family moves to the big city, two of her five sons become romantic rivals with deadly results.",/pngL8AraChIDOiWnKF2o3S9kJzJ.jpg,"FR, IT","Rocco Vidolazzi, Annie Girardot, Katina Paxinou, Max Cartier, Renato Salvatori, Spyros Fokas, Corrado Pani, Alessandra Panaro, Alain Delon, Claudia Cardinale",Luchino Visconti,"['Luchino Visconti', ""Suso Cecchi D'Amico"", 'Vasco Pratolini', 'Pasquale Festa Campanile']","Quand une famille pauvre de veuves s'installe dans la grande ville, deux de ses cinq fils deviennent des rivaux romantiques avec des résultats mortels."
tt0054269,Saturday Night and Sunday Morning,1960,"Romance, Drama",89,"Samedi soir, dimanche matin",7.5,9532,"A 22-year-old factory worker lets loose on the weekends: drinking, brawling, and dating two women, one of whom is older and married.",/fHHKxB71EzVzny3ZakxZRGe5Evw.jpg,GB,"Edna Morris, Shirley Anne Field, Albert Finney, Robert Cawdron, Bryan Pringle, Elsie Wagstaff, Hylda Baker, Frank Pettitt, Norman Rossington, Rachel Roberts",Karel Reisz,['Alan Sillitoe'],"Un ouvrier de 22 ans se lâche le week-end : boire, se battre et sortir avec deux femmes, dont l'une est plus âgée et mariée."
tt0054279,School for Scoundrels,1960,Comedy,94,L'académie des coquins,7.3,4017,"Hapless Henry Palfrey is patronised by his self-important chief clerk at work, ignored by restaurant waiters, conned by shady second-hand car salesmen, and, worst of all, endlessly wrong-footed by unspeakably rotten cad Raymond Delauney who has set his cap at April, new love of Palfrey's life. In desperation Henry enrolls at the College of Lifemanship to learn how to best such bounders and win the girl.",/4GJ5HGdQuBBQGvmzPLjuLQt4EQ2.jpg,GB,"Terry-Thomas, Kynaston Reeves, Peter Jones, Edward Chapman, Irene Handl, Janette Scott, John Le Mesurier, Dennis Price, Alastair Sim, Ian Carmichael",Robert Hamer,"['Patricia Moyes', 'Hal E. Chester', 'Stephen Potter']","Hapless Henry Palfrey est patronné par son propre commis en chef au travail, ignoré par les serveurs de restaurant, arnaqué par les vendeurs de voitures d'occasion ombragés, et, le pire de tous, sans fin, trompés par Raymond Delauney, cad indiscutablement pourri qui a mis sa casquette à avril, nouvel amour de la vie de Palfrey."
tt0054292,Sergeant Rutledge,1960,"Drama, Crime, Western",111,Le Sergent noir,7.4,5563,"Respected black cavalry Sergeant Brax Rutledge stands court-martial for raping and killing a white woman and murdering her father, his superior officer.",/iezCZ5J7vLWJXW0zLR1kB7CNQ2k.jpg,US,"Juano Hernandez, Constance Towers, Mario Arteaga, Billie Burke, Judson Pratt, Phil Adams, Woody Strode, Willis Bouchey, Carleton Young, Jeffrey Hunter",John Ford,"['James Warner Bellah', 'Willis Goldbeck']","Le sergent Brax Rutledge se tient en cour martiale pour avoir violé et tué une femme blanche et tué son père, son officier supérieur."
tt0054310,Sink the Bismarck!,1960,"Action, History, Drama",97,Coulez le Bismarck!,7.2,8554,"The story of the breakout of the German battleship Bismarck—accompanied by the heavy cruiser Prinz Eugen—during the early days of World War II. The Bismarck and her sister ship, Tirpitz, were the most powerful battleships in the European theater of World War II. The British Navy must find and destroy Bismarck before it can escape into the convoy lanes to inflict severe damage on the cargo shipping which was the lifeblood of the British Isles. With eight 15 inch guns, it was capable of destroying every ship in a convoy while remaining beyond the range of all Royal Navy warships.",/5U2tZyrFFGn7r7gLMz4a8mQLPe6.jpg,GB,"Kenneth More, Dana Wynter, Karel Stepanek, Esmond Knight, Geoffrey Keen, Michael Goodliffe, Maurice Denham, Carl Möhner, Laurence Naismith, Michael Hordern",Lewis Gilbert,"['Edmund H. North', 'C.S. Forester']","L'histoire de l'éclatement du navire de combat allemand Bismarck, accompagné du croiseur lourd Prinz Eugen, pendant les premiers jours de la Seconde Guerre mondiale. Le Bismarck et son navire frère Tirpitz, étaient les plus puissants navires de combat du théâtre européen de la Seconde Guerre mondiale. La marine britannique doit trouver et détruire Bismarck avant qu'elle puisse s'échapper dans les couloirs des convois pour infliger de graves dommages à la cargaison qui était le sang des îles britanniques. Avec huit canons de 15 pouces, elle était capable de détruire tous les navires d'un convoi tout en restant au-delà de la portée de tous les navires de guerre de la Royal Navy."
tt0054331,Spartacus,1960,"Adventure, Biography, Drama",197,Spartacus,7.9,146150,"The rebellious Thracian Spartacus, born and raised a slave, is sold to Gladiator trainer Batiatus. After weeks of being trained to kill for the arena, Spartacus turns on his owners and leads the other slaves in rebellion. As the rebels move from town to town, their numbers swell as escaped slaves join their ranks. Under the leadership of Spartacus, they make their way to southern Italy, where they will cross the sea and return to their homes.",/biaUMHb8xsdQHlEF6rHmlKxSARy.jpg,US,"John Gavin, John Dall, Charles Laughton, Laurence Olivier, Jean Simmons, Kirk Douglas, Peter Ustinov, Herbert Lom, Nina Foch, John Ireland",Stanley Kubrick,"['Howard Fast', 'Dalton Trumbo']","Le Spartacus thrace rebelle, né et élevé un esclave, est vendu à l'entraîneur Gladiator Batiatus. Après des semaines d'entraînement pour tuer pour l'arène, Spartacus se tourne sur ses propriétaires et conduit les autres esclaves dans la rébellion. Alors que les rebelles se déplacent de ville en ville, leur nombre grossit comme esclaves échappés rejoignent leurs rangs. Sous la direction de Spartacus, ils font leur chemin vers le sud de l'Italie, où ils traverseront la mer et retourneront dans leurs maisons."
tt0054345,Strangers When We Meet,1960,"Romance, Drama",117,Liaisons secrètes,7.1,2748,"A suburban architect loves his wife but is bored with his marriage and with his work, so he takes up with the neglected, married beauty who lives down the street.",/3fGmqmBjkvnwCE188L8IdYztKnK.jpg,US,"Virginia Bruce, Helen Gallagher, Kirk Douglas, John Bryant, Kent Smith, Roberta Shore, Walter Matthau, Ernie Kovacs, Barbara Rush, Kim Novak",Richard Quine,['Evan Hunter'],"Un architecte de banlieue aime sa femme mais s'ennuie avec son mariage et avec son travail, il prend donc avec la beauté négligée et mariée qui vit dans la rue."
tt0054353,The Sundowners,1960,"Drama, Western",133,Les horizons sans frontières,7.1,4979,"In the Australian Outback, the Carmody family--Paddy, Ida, and their teenage son Sean--are sheep drovers, always on the move. Ida and Sean want to settle down and buy a farm. Paddy wants to keep moving. A sheep-shearing contest, the birth of a child, drinking, gambling, and a racehorse will all have a part in the final decision.",/s7PsZtomvFa73LEAT22JQgtyuSv.jpg,GB,"Chips Rafferty, Glynis Johns, Michael Anderson Jr., Deborah Kerr, Peter Ustinov, John Meillon, Lola Brooks, Wylie Watson, Dina Merrill, Robert Mitchum",Fred Zinnemann,"['Isobel Lennart', 'Jon Cleary']","Dans l'Outback australien, la famille Carmody--Paddy, Ida, et leur fils adolescent Sean-- sont des conducteurs de moutons, toujours en mouvement. Ida et Sean veulent s'installer et acheter une ferme. Paddy veut continuer à bouger. Un concours d'audition de moutons, la naissance d'un enfant, boire, jouer, et un cheval de course auront tous une part dans la décision finale."
tt0054357,Swiss Family Robinson,1960,"Adventure, Family",126,Les Robinsons des mers du sud,7.1,18687,"After being shipwrecked, the Robinson family is marooned on an island inhabited only by an impressive array of wildlife. In true pioneer spirit, they quickly make themselves at home but soon face a danger even greater than nature: dastardly pirates. A rousing adventure suitable for the whole family, this Disney adaptation of the classic Johann Wyss novel stars Dorothy McGuire and John Mills as Mother and Father Robinson.",/3ZItm1RcdwNuPnCaaqEFGrbVlcO.jpg,US,"Sessue Hayakawa, Janet Munro, James MacArthur, Andy Ho, Kevin Corcoran, Dorothy McGuire, Tommy Kirk, John Mills, Milton Reid, Cecil Parker",Ken Annakin,"['Johann David Wyss', 'Lowell S. Hawley']","Après avoir été naufragée, la famille Robinson est engloutie sur une île habitée seulement par un nombre impressionnant d'animaux sauvages. Dans un véritable esprit pionnier, ils se font rapidement à la maison mais font bientôt face à un danger encore plus grand que la nature : des pirates dardés. Une aventure amusante adaptée à toute la famille, cette adaptation Disney du roman classique Johann Wyss stars Dorothy McGuire et John Mills comme Mère et Père Robinson."
tt0054377,Le testament d'Orphée ou ne me demandez pas pourquoi,1960,"Fantasy, Biography",79,Le testament d'Orphée ou ne me demandez pas pourquoi,7.2,3860,"Outside time and reality, the experiences of a poet. The judgement of the young poet by Heurtebise and the Princess, the Gypsies, the palace of Pallas Athena, the spear of the Goddess which pierces the poet's heart, the temptation of the Sphinx, the flight of Oedipus and the final Assumption. This film is the third part of Cocteau's Orphic Trilogy, which consists of The Blood of a Poet (1930), Orpheus (1950) and Testament of Orpheus (1960).",/21ccswsdwgoLVUDsaxp0bVUsE1l.jpg,FR,"María Casares, Nicole Courcel, Françoise Arnoul, Michèle Comte, Claudine Auger, Charles Aznavour, Yul Brynner, Françoise Christophe, Lucia Bosè",Jean Cocteau,['Jean Cocteau'],"Hors du temps et de la réalité, les expériences d'un poète. Le jugement du jeune poète par Heurtebise et la Princesse, les Tsiganes, le palais de Pallas Athena, la lance de la Déesse qui perce le cœur du poète, la tentation du Sphinx, la fuite d'Oedipe et l'Assomption finale. Ce film est la troisième partie de la Trilogie Orphique de Cocteau, qui consiste en Le Sang d'un Poète (1930), Orphée (1950) et Testament d'Orphée (1960)."
tt0054387,The Time Machine,1960,"Adventure, Sci-Fi, Romance",103,La Machine à explorer le temps,7.5,45936,A Victorian Englishman travels to the far future and finds that humanity has divided into two hostile species.,/cq2kBK4t0ADB3Nc83NQ16TZqCiM.jpg,US,"Doris Lloyd, Bob Barran, Rod Taylor, Whit Bissell, Tom Helmore, Alan Young, Sebastian Cabot, Paul Frees, Mike Hitlner, Yvette Mimieux",George Pal,"['David Duncan', 'H.G. Wells']",Un Anglais victorien voyage vers l'avenir lointain et trouve que l'humanité s'est divisée en deux espèces hostiles.
